PID,SalePrice
907135180,139109.4058920081
528181040,223263.49925509765
528175010,222317.3394256377
531379030,186205.4323237781
923275090,136368.07249926712
528181070,239368.9730278986
908103280,139004.0828869154
902201110,110230.21398508472
905103070,133014.29170525627
527162180,173895.77146561485
905450020,166213.70394011476
535301150,139170.9913118437
535451170,87917.11366635504
909250060,217128.77166142376
527254020,342949.4842117067
911128180,68425.06875396063
534475170,186022.38444696862
535402180,105316.73145087654
528235180,168651.41093447802
907200130,143348.50122463267
906476030,189200.00272091173
923203090,140866.8757268817
903454020,100563.06317715977
534277060,116090.21433479851
535450220,141491.1899847347
527252090,326184.3392901825
535300040,142226.29722232593
533241010,212512.26598250194
903201090,123968.53784600142
921128030,400687.4114218251
535180020,144592.00683500987
527106050,160428.1978933747
903233050,125780.46192209856
527105010,158416.11728065403
907196050,209640.09988346917
535375010,78916.42873045601
909455040,200558.24490263814
911370410,252001.05880895123
906223080,210203.6605620427
902204080,90170.07663908813
916225130,281131.58388463914
534400060,168233.5094195708
528178090,352736.9742016908
528235190,187646.17822722363
906477110,160371.13076314138
902106090,135798.61736301813
535327160,125227.0263739439
909129100,132783.7380416462
909281110,250891.8442859191
528188120,200654.64208688505
528150120,334800.936969167
535125060,224259.99872577557
906380120,198612.46811677818
527451020,123374.96381534336
528429100,274220.443228138
527132090,270125.75533863413
902427045,103458.42248551376
923276260,147042.22222262382
907290140,132640.68973931397
906380100,309903.44913855137
527377110,181797.34413668496
535379110,116424.35068520033
527427230,161504.84199916772
905105010,133420.93165736136
533215080,291676.413231445
903484080,86614.21330628693
528441080,266214.43259768793
528120100,252447.72622423334
902301060,98125.89280180732
528231050,172702.309926122
535353190,151241.8772044237
907201280,144380.84092635778
528315080,312513.6640949637
531375060,167194.47601535355
906200230,192689.36281432002
527451550,114015.93186230396
902103090,113875.04312670625
534401190,145488.92371644874
909425085,256171.37247046523
526352080,181571.1234343027
907126050,148470.96072769264
905352180,219134.99613716372
533212060,135252.0485628511
527356050,145648.85179774422
534479240,149312.38037109506
906226130,138040.13133450935
923228210,73387.32418345896
903227080,118700.37964850389
535179120,125069.41732902803
908201100,91626.49041350189
532479050,132149.21181129615
534402060,129114.00093143103
902109160,138290.40975837954
904302030,140184.54866554242
902300215,116099.70544174375
903228070,109176.26762766072
902406070,129166.8489442466
907410020,190347.42596608325
528365090,339353.59658447193
534450110,87927.20913785938
527146135,363659.23206642584
535325340,129578.17725201425
534452060,104332.37880549397
535325090,125227.0263739439
534202130,124547.08938058311
528118020,333393.66856717534
527214050,411963.5999885078
907401060,223142.86750111397
905104210,125302.18853962369
905225080,264414.7580042344
535178060,150041.21090759442
914476450,166113.0478712534
533250050,203933.6038455632
535450070,145552.72718265327
528181060,245420.23374418935
535454100,122728.49033851667
534476080,138111.071610118
909452114,222619.51365040644
903476090,160673.0957620857
904101040,172113.65149304038
534431030,131739.10558474943
910202060,87644.4824641456
916386090,275950.91291211924
527451460,108476.94399666405
528290120,187679.0366691092
531375090,147336.97730615057
527403040,137456.31753539678
535453020,144779.0687030012
911175360,78736.83819643749
528228545,184334.00511389668
534275100,122106.79319264507
528142040,361629.08327274676
527357110,124520.80403218884
528480170,292534.16674885224
905226030,114334.56040822908
905104110,129607.4403214004
528480070,276328.5907752225
528386040,387940.6186847798
535453100,134551.75997931746
907192030,197474.49130804022
905478030,150384.6910754988
527210050,410216.3842313843
535382020,159559.77827474417
528110070,324063.87538922374
902303100,147552.1371004827
903456090,70693.60038405436
528186080,311297.82420126745
909275310,247757.19679620993
908128100,178125.2139652284
908102140,110799.34858759401
531385060,173046.2470760442
902103100,125177.16696708946
528106010,411084.0564248574
534430080,133778.76447109558
533252130,183163.12073969675
528458160,328094.51015882555
902300110,112723.17172844303
528228275,198785.69202956845
907130060,170078.1559042305
905105190,124630.2295765627
908225240,111864.87567479527
