PID,SalePrice
907135180,137468.5585438686
528181040,212324.6785364737
528175010,210998.25715728538
531379030,184796.73969884758
923275090,133385.48809570208
528181070,238474.770644294
908103280,142601.50073279237
902201110,110226.56087438483
905103070,132601.3538409707
527162180,173774.8910581083
905450020,168276.10664116312
535301150,141767.12184100584
535451170,84838.47278676234
909250060,208016.3469881253
527254020,354228.1914847783
911128180,68207.50166732009
534475170,183301.65990301495
535402180,103506.76113201558
528235180,174100.81991317918
907200130,140765.65735510076
906476030,187669.1812401225
923203090,146897.43904233747
903454020,97633.81541759663
534277060,113167.12880996504
535450220,144152.7752208928
527252090,321768.4690162969
535300040,142817.5352631346
533241010,211195.58361819817
903201090,125277.58874365201
921128030,379361.2601521618
535180020,147307.13631143604
527106050,161280.13072850494
903233050,128421.89279112843
527105010,159002.9897112586
907196050,208717.12671557118
535375010,76631.28483293384
909455040,198327.00962220572
911370410,257550.68502872105
906223080,208137.10402004322
902204080,87263.08899868026
916225130,268599.0482785542
534400060,170380.84024007674
528178090,376956.6291001714
528235190,189373.9948479056
906477110,160130.3703567192
902106090,140777.6935182756
535327160,123258.71892918381
909129100,131637.43022341674
909281110,249111.14444231417
528188120,200800.16488070154
528150120,353118.07318684075
535125060,217644.37772134496
906380120,204091.74224472628
527451020,120355.9571199776
528429100,273905.35725467536
527132090,256515.88117646016
902427045,101862.62970229489
923276260,143226.7219676276
907290140,136512.01809373507
906380100,304471.52117589104
527377110,180325.02529045104
535379110,118133.55202070312
527427230,169811.85246148755
905105010,133071.32258905782
533215080,288839.0812258199
903484080,90372.22869506289
528441080,266123.8823058576
528120100,245406.790923014
902301060,103160.20668971475
528231050,173075.12206331847
535353190,151186.95901594553
907201280,142048.17493684893
528315080,300523.0654528849
531375060,169240.99559056308
906200230,190189.7424214602
527451550,112854.01110778036
902103090,118750.56803166319
534401190,148212.7815080213
909425085,249335.31084876266
526352080,182842.48387360515
907126050,147002.32741734403
905352180,214360.23317424153
533212060,139444.7741166717
527356050,146828.40791584805
534479240,150097.78820382102
906226130,137948.04580825614
923228210,75304.4077791857
903227080,121248.12813900251
535179120,123064.99476039581
908201100,93130.79156234881
532479050,131597.01917315283
534402060,130717.9671205908
902109160,138754.74724256847
904302030,147292.49058507013
902300215,116381.15644757406
903228070,109097.75145165483
902406070,130913.84567842341
907410020,192906.25445360268
528365090,348232.75885452353
534450110,82739.36533678499
527146135,402980.1795685822
535325340,128495.2313623415
534452060,105540.33723443057
535325090,123258.71892918381
534202130,122420.72307362917
528118020,351298.6685306197
527214050,423628.45169715385
907401060,220019.85468467767
905104210,123393.05902858733
905225080,254138.4722350661
535178060,152766.48205496406
914476450,171339.48538587836
533250050,218016.05037999852
535450070,146424.317335767
528181060,245220.67496996248
535454100,125221.1056691549
534476080,138274.77510960333
909452114,224192.43044713198
903476090,163978.81168680137
904101040,170498.6847556319
534431030,131025.96176182365
910202060,87173.69723092206
916386090,270139.6148949765
527451460,108963.25134731282
528290120,186277.31797865732
531375090,147284.8148167182
527403040,139988.94089470702
535453020,145590.2190932595
911175360,81094.65195156162
528228545,185103.76908722444
534275100,119361.1470174863
528142040,366092.71916043933
527357110,125082.15889983598
528480170,288644.52338548447
905226030,108730.3288746069
905104110,128607.85873099978
528480070,269293.7133307067
528386040,449864.9447222183
535453100,133367.4480807179
907192030,198380.32438210078
905478030,150842.184802456
527210050,429845.1318999515
535382020,157407.63018806424
528110070,330019.52807026764
902303100,147258.17538457763
903456090,69760.34991169916
528186080,308851.4834517434
909275310,241115.6173989962
908128100,179229.92449015245
908102140,112015.86936672815
531385060,172919.10936092646
902103100,126371.22881332276
528106010,421828.78405949473
534430080,133378.5611474012
533252130,186806.34216904917
528458160,321164.0304275466
902300110,114279.1025517249
528228275,198082.78656885686
907130060,172570.19997657722
905105190,122558.96040859757
908225240,110589.26214735533
528480060,280841.64338282787
526355170,250488.2257191591
902105010,105975.75061294329
903225160,124850.1752264256
924151050,216326.6229502976
535456010,136888.94145361418
907130110,167358.93095369704
909451040,112273.18043536713
535126140,184064.46989508235
533253050,173055.99601373362
905480240,108026.84485187358
905479110,109260.17894298528
903233140,122977.71885298702
909254070,215431.820195921
907250020,265105.8475681242
908102260,140658.3460078988
527403360,119361.1470174863
906225210,161652.8167161088
527359010,170502.2908724041
905100030,142980.37026523243
909250030,141724.50920024657
908225320,148491.23828435363
905201030,105832.47205573993
914474020,228446.62042445637
532479020,151632.37106999123
528228575,237765.47273311776
527107240,164438.808299662
533253210,190138.0680953836
527127150,224226.45875765095
531450120,176899.46812676877
905427050,162781.20592709575
527258010,364856.12596603204
906476140,175534.1945207081
533236090,386081.40982245014
908103090,101501.26156071405
908250090,109551.18109676961
528181010,202253.18277319896
907227090,138859.92752563837
527302185,243210.45165281798
535426150,148666.28660089694
909254100,169850.3635038598
531382120,201298.40913121155
921201060,288092.04121067596
528180140,321403.9550780853
905402090,153025.57969556865
902207120,118960.43440448609
902134100,102947.32202355759
908178050,212975.65333169934
535451210,120929.15844087253
528114050,330416.3270479799
907203010,138859.92752563837
534151175,218698.81800171203
908228040,116490.50534144361
902110080,137483.53004402673
923277040,126615.83538000379
908204160,93130.79156234881
905402110,135069.89813980242
905102060,121438.60998813249
902402010,137183.0623265253
527107130,212932.35583401145
909251030,182100.63989539634
903225040,111466.17383888614
902405120,126691.63956840994
534201280,131629.0178860125
527451290,83805.95290730087
905451390,159143.3306861429
528456200,238116.70554719924
902110130,104416.04478673509
528112010,271531.78468255943
905226130,161632.01887242717
905108120,164118.01900691798
532353120,122239.21280190689
528120030,319997.52342770575
527450110,101183.16089455495
533244040,292458.114955317
910205120,87997.2963651912
535452100,133998.17513161057
528106050,428553.0151253827
909100170,114429.27393212562
531453040,164320.94814320403
535304060,117079.54820726477
528431120,252653.795742663
904100170,173304.75079564468
528218090,177436.00982808627
527131110,288619.00786241493
533208010,210518.4925878734
906226080,137601.82841185233
535152200,140058.91431847305
528231020,191566.18817680067
911128010,103994.21581044115
527455250,127371.64863778275
535403150,152614.0715296671
533251110,288219.687572164
535457010,146704.41649862422
528110040,444997.39070729795
923252080,119938.78404925024
909101010,118540.90619848223
535177110,192987.85660892795
528354050,287539.22049686173
528235000,191566.1881768007
909252150,156684.03385110298
909275110,206018.40872502106
534427040,157048.4030691915
535151080,138661.96363695935
923226320,97839.81391494538
535450210,133163.10950819185
905403050,111601.86715796046
535382150,90215.92877736388
535176070,156435.1447178571
905103140,143847.52300575934
534201260,136317.9112985426
531451110,133799.2145566111
528348010,305429.2415112613
527212050,424177.50696956355
532377130,138836.4978032571
535325320,130158.2850096485
535383110,99589.26118344915
531450030,196694.1566766564
903401020,191561.44340562797
531363050,161344.7093321598
528358030,378388.1999663856
528456230,219233.16815491184
903227140,120399.16219507359
909179020,237675.86993283933
905202090,123517.65909406342
535453040,129957.26604876798
535302130,138411.74179880705
528480040,260542.07161081745
905104180,122239.21280190689
534451050,103883.9951767659
531452010,127458.39533616064
923228220,82806.35379138298
903233100,139287.78030070593
906392080,193816.6363310915
903232090,139079.9161768505
903426200,133908.17574502883
903451110,131314.7586094583
909250150,173010.4749465266
527180040,195953.4670032706
909253080,199237.2637747527
534431130,125533.43067262004
921205070,298929.4811805722
527105060,165515.59590320103
528290140,176654.05553453474
527451110,124756.80581379184
903201080,164816.41176451297
921128050,329485.3144460131
905101330,107953.74301948617
909250200,138058.79790653547
916403020,208024.0990746034
535151020,133416.90691261442
908152290,123041.42496188698
535355100,103749.0713216516
923400125,148849.2958597756
903227020,124136.84589145417
528322020,352125.1908931595
909451140,127127.21884651418
909451020,112273.18043536713
908225290,148471.10118130557
532377100,131797.58171270872
534129380,158392.43141105064
902304040,175712.62321585423
534276180,133108.70821084318
528222040,205807.9354092791
528176070,327308.7216523121
902400110,387076.7502963046
903233030,118699.3166358429
531367050,223827.38098977177
907227300,133649.13296753322
923226290,82806.35379138298
906340080,279057.26006814267
533206050,203872.91471772737
535304170,141025.0151189416
528315060,291988.1263359176
923276030,127671.78311061076
907270050,271606.8110012036
902109080,104580.01049227975
904100030,136412.6190894647
528439050,258089.12184170698
534401110,131895.35597533945
908275040,140359.79745626176
902300040,140164.0967581705
527302020,200731.86180955204
534477110,167259.839782635
527325090,204776.80135293753
902106130,105331.45748361884
528164040,334608.82066971494
906203140,226961.62413620457
535375040,73034.22545587194
527455060,135063.3499646528
535451250,168186.49613853553
907131190,210099.05014356592
923425030,131076.17668706502
911204090,110186.07294969846
907290160,136512.01809373507
909451100,134629.16485871148
534426040,131696.1071893347
916386180,212721.41018293952
907405030,210911.51287998635
903226060,160673.44831712724
528315070,255563.76602766776
527210030,471958.6275357518
533212050,144195.774840687
528228460,166570.03742225826
535105060,161633.95709584645
906392070,190627.5770221042
914476130,156917.28760048904
908275180,120852.98416946348
533236040,197232.17157912455
533254110,321753.5760894312
534455030,162353.39200026772
528321010,388094.0385421043
528435060,248950.23372109653
535403200,128285.55545790037
528110020,509252.8832831213
907194130,207905.93344052
528186190,230509.03749700208
902206040,109388.70316058924
921128020,333111.53166088264
533250110,213544.6646186178
534479300,123970.75991370066
534225120,148684.78987397635
903425245,200623.05786048196
533130170,405341.918432239
909100080,137725.8067053267
923230180,136083.33437593599
533223020,170254.2738618002
905106170,120333.48297244444
907202220,161620.3675359674
907251100,253568.1483680962
527163010,175443.83946688645
526353030,242491.25945345536
903425420,119575.29901902788
528108070,360807.98111447925
903401030,163983.7713065826
531375110,147284.8148167182
904301410,125358.88370846369
902204120,126843.92199434622
904302020,109663.08870821018
902202090,122182.35866870751
528344020,356904.9553813067
908103260,137830.87108841343
909251170,152056.35495120074
911370450,255109.47983986558
903456110,183474.14852341413
908276230,110589.26214735533
535105160,144132.9908048887
902207130,59587.204506813854
923228230,82806.35379138298
903457040,184364.29966803864
908102130,139403.69279902542
535151040,137864.16184829894
921126010,281762.78528006736
534276010,119361.1470174863
534204030,123258.71892918381
911104060,76778.20712314936
903450110,65811.66968714024
527328050,155419.97210650778
910206010,38103.390792390186
527451400,108685.10690675225
907290090,224115.85697745284
531363030,175010.83177998548
528218080,190411.42823013695
527451200,118507.203821164
903427120,149620.94509494028
534431020,111573.62153367384
535153140,158440.5598383552
534403290,195137.03314743887
534479120,132221.56826790466
907135040,154162.42781045721
533350050,317532.56376688555
535451110,119361.1470174863
533213070,177426.87236470543
916384100,253888.06250168584
535126040,205243.7990292005
909282060,199557.21795804493
528427100,262293.38250091637
534430090,133128.68708221012
528348030,293976.69572305365
923228390,57927.199791931576
908186050,140729.66949747593
531452100,155686.79352731377
902207150,107417.71386592076
528120160,284914.4222998284
535354130,139919.6284073033
533208090,199890.25895094278
535381060,76570.79839344628
527452190,142359.28124476367
903233120,136510.75453089093
905109130,250162.51412042623
909281030,169745.9107784684
910203250,47889.629063374334
528294010,174610.04910194248
528172020,282662.0313556285
535380010,136585.9452094513
916382010,219361.74305969846
532479140,143111.13592219056
905452040,153643.82162134588
534475185,176550.51211689887
534178010,128638.30155231399
527212040,399294.091928603
909175030,151064.45633710583
531479030,137327.46218852984
902100130,91756.15599863714
909101070,93773.62258190858
902109130,104652.52367760992
528365070,333004.6168050178
534276360,132203.60442366698
527180100,204482.5309111725
527455100,136220.9665107423
902301130,97057.38887836252
532378120,120333.48297244444
903455140,122113.16492085255
910201050,128993.77313358948
923400040,183667.02821729606
914476430,162110.87490137256
533206070,254241.4073365836
909451130,113236.48350016575
903226150,117927.07840225555
534400050,177396.9911254935
908102160,131444.12358998103
533236050,224267.6836977578
528488140,209397.48972599034
906380010,207627.76335853126
903454090,125867.06242704677
535450310,180471.58523700055
531371070,174350.54564265267
531477050,140426.41160030555
905103180,127072.01109704692
902402130,93948.89336061425
531452260,180324.60870240274
527376110,183312.89979652964
909250220,145685.11155180642
527427160,153438.34889984436
907202050,150324.02626590265
531379050,226600.3337684947
528240030,192043.5811721062
903430090,146119.99488748502
534127080,214386.09697216563
907265100,234137.34197689669
527405130,110740.42062138522
532351050,128080.42233848132
535305030,107633.96872331484
535450190,101453.08682709772
527355280,194458.9752244306
906380190,188619.25171696636
907203090,142692.90220153204
908203100,111285.17977982541
905200260,175213.5882557765
906475170,266389.12957359105
909201110,154852.39126054168
534126090,213030.98594343662
907200190,142149.6957637938
534430050,124936.47697385156
909201180,121137.65451373594
528108130,366788.27411001385
909276200,152389.0782533666
916402015,203674.7684386219
904100190,103123.975863339
532353130,127817.17497269725
527145090,215064.3040678129
535375130,90043.93811430532
533254100,224267.91040062156
528142110,356201.55347603606
528235200,191566.18817680067
923202015,173571.49383988066
905451340,124671.81461893619
528218100,187543.65818894916
528240130,200554.57208047222
911370540,247070.052802194
909175050,154559.84531416825
907410040,214664.83756439976
528108010,269275.67442963924
531376030,192500.24249356982
905453080,211272.53323569102
906226120,163435.20767929958
908154080,209608.50277613444
534451120,104131.66122858226
535478090,119361.1470174863
903206170,157870.69602033924
902406030,106894.12824253822
907414040,209314.33516130835
911102170,90795.26064793565
923225360,90160.04873128593
902106040,158664.6061085008
534477090,151235.62961630983
906378150,304027.8491640573
535325460,219868.38760131222
534275220,115125.23983933977
535353140,86445.55490377283
907412020,203988.67364343442
528358040,314608.244436222
906380200,198558.09712620507
903231080,98095.98584377646
907275080,246905.4053301275
533212110,153997.50645052714
904301110,110507.8770157421
531363040,175176.56700907872
535104120,172542.19988375175
527427110,136061.14091259023
527354050,168921.62297672936
907420060,184232.17398426344
905101300,140950.74172529866
528435050,266841.2905919793
903234160,130159.69248246189
534177230,209885.5226223077
923228270,82806.35379138298
535427070,239481.40079851102
527455050,150804.83588682776
535155110,131897.47355949433
923226270,90337.86790274811
909251090,228591.81350493836
535304100,135681.87078142978
916380070,295462.8777524746
534201230,131561.94507096396
535179160,130656.72475257976
531451020,186449.02138198895
528344060,246259.4958234217
535402220,172218.6294634579
903226160,119281.05888796886
902107050,88095.29772426211
905480030,130835.73836550015
527183060,224068.37699311643
909252110,186597.81919875077
902111010,99463.93675418076
535404080,116359.89423910403
908188140,160346.2771575436
907285010,220876.41236555864
905352030,233125.94069511697
535175050,154216.26975037475
906425045,161650.7205850171
535152060,131897.47355949433
903204040,141776.0934436494
903458020,85903.52679071395
923204040,142879.58214405624
903236200,113882.18879551752
535457020,154032.5629870568
527451380,118507.203821164
531375140,145927.33071136163
528174060,170515.69036309878
903400180,173728.18477479622
903227150,130720.0440165457
909250070,153073.4934618095
909425180,197732.08666839663
